date,ticker,dollar_volume,atr,bb_high,bb_low,bb_mid,garman_klass_vol,macd,rsi,return_1m,return_2m,return_3m,return_6m,return_9m,return_12m,mkt-rf,smb,hml,rmw,cma
2024-02,BAB,7.713783788604736,-0.4692959942353824,0.4993068539775754,5.4833756467258326,133.43753470490736,-0.0002865251435385,-0.4943323585654431,48.77727834521307,-0.0129412925753982,-0.004569996219964,0.0114772498680428,0.0055471822879091,0.0025810854205896,0.0039521978727599,0.45449828949289095,-1.0591756614576284,1.21446541107851,0.016705077535722146,0.2989646420547656
2024-03,BAB,17.237529815511703,-0.4817602768061733,0.4990746157891329,5.545486454473728,136.59919546419815,-0.000232644131207,-0.4648493901786577,48.76937389890254,0.0050908318481646,-0.0039660360568184,-0.0013600821747447,0.0114158218907736,0.0032261263631305,0.0021478736923823,0.47853594284037915,-1.313385426196701,1.3363617756031334,-0.15266587942879462,0.19862216996668192
2024-04,BAB,9.512422111259808,-0.4544401584535349,0.501754905136805,5.529997473660535,139.51049868381986,-0.000210706167435,-0.5010605444926983,48.772703275730905,-0.0258860328762351,-0.0105188139578699,-0.0113269667045265,0.011202447413172,0.0012304789935386,-0.0007531791747784,0.34455436875520334,-1.1205480612647856,1.134621723704453,-0.08681647846928597,0.304910816555255
2024-05,BAB,8.381149111253565,-0.4134459817736716,0.5115555791220594,5.527442075479188,141.91113681743266,-0.0001121719362636,-0.5129389355374684,48.79020157711684,0.0217227313884293,-0.0023656064603067,0.0001137063039973,0.0057794297000226,0.0037327515985619,0.0019636705459327,0.2195827487417524,-0.8408301180892435,0.679491609618573,-0.198635836288115,0.5612630638665053
2024-06,BAB,5.894407030015242,-0.5008975075703483,0.5237453244890992,5.4542262364446525,142.29764093303004,-0.0001780277729093,-0.4672195529905946,48.79420180425499,0.0085838989509956,0.0151320584390008,0.0012709566205921,-4.542811165519911e-05,0.0080228304111171,0.0027369762962248,0.33329956916913034,-0.797428878917195,0.7210605223988038,0.10421312177461672,0.3981252967350639
2024-07,BAB,5.484442412341725,-0.4144922432388107,0.5136844013716314,5.592889173344277,143.31568540202286,-6.693657233778077e-06,-0.5162492247951638,48.76886590589876,0.0290060357372241,0.0187437948610813,0.0197358074072753,0.0040843061562907,0.0140389367658646,0.0058250875050396,0.31868331750168694,-0.8183723899113071,0.7172425991319509,0.039628409587905256,0.4245360626457857
2024-08,BAB,6.731172299991954,-0.3411889965439238,0.504721616360793,5.790021575127626,149.51080984999166,-4.034728203694842e-05,-0.5033418761053541,48.77259288743186,0.0151983868762719,0.022078894981389,0.0175606185821266,0.0087994456972895,0.009691258462628,0.0071720012562472,0.28046347482218165,-0.6580172006893217,0.7078170659369563,0.15036297062438664,0.46233832456680357
2024-09,BAB,6.9808987898540495,-0.3591882144586295,0.5070273217689721,5.828755460008378,152.13193296278567,-1.655400122104508e-05,-0.4688157401280726,48.776299609531286,0.0097306015583982,0.0124608031334811,0.0179461087348011,0.0095741052944571,0.0059161383166312,0.0104945440060701,0.29702293505605004,-0.728377892414908,0.7185244635101866,0.10320253193656204,0.42945032009557504
2024-10,BAB,9.905726614562324,-0.4127037039763581,0.5059252185079703,5.756188464932225,149.99582615388587,8.235282732546925e-06,-0.4589803497077122,48.7623633614627,-0.0280359766421763,-0.0093326400863827,-0.0012222110322386,0.0092023954854116,0.0023123418474251,0.0102019264731603,0.28996405285430366,-0.6940348174151987,0.625296921459292,0.09287260953442955,0.5659532884683887
2024-11,BAB,5.1861529286670685,-0.3862809317444554,0.5049847842362732,5.8283692342326034,152.60130216797282,1.327388720504832e-05,-0.4811794582241023,48.75101025089801,0.0131036813678575,-0.0076793208740808,-0.001909625418405,0.0077784771268505,0.0052170487596108,0.0067784572529356,0.3474673712583619,-0.7136474952679042,0.7095825433687306,0.22001541609674546,0.39554897462683947
